,Alemão,Português
7986,nikki,Nikki
7987,aufgestanden,acordei
7988,fälschung,falsificação
7989,visiontext,visiontext
7990,abschnitt,seção
7991,hausarrest,prisão domiciliar
7992,sensibel,confidencial
7993,album,álbum
7994,lebewesen,Criatura
7995,lösegeld,resgate
7996,verwechselt,enganado
7997,prügeln,bater
7998,regnen,a chuva
7999,weichen,Desista
8000,point,ponto
8001,pussy,bichano
8002,anvertrauen,confiar
8003,ollie,ollie
8004,kuppel,cúpula
8005,verließen,saindo
8006,jakob,James
8007,besuchte,visitou
8008,gewerkschaft,Sindicato
8009,herhören,herhören
8010,vorbeigekommen,passado
8011,stärken,fortalecer
8012,hinzu,"além do que, além do mais"
8013,wrack,naufrágio
8014,knarren,ranger
8015,treibstoff,combustível
8016,signale,relatórios
8017,nachkommen,descendência
8018,hoppla,oops
8019,verborgen,escondido
8020,belegt,ocupado
8021,babylon,Babilônia
8022,waisenhaus,orfanato
8023,brasilien,Brasil
8024,bitteschön,Você é bem vindo
8025,wurmloch,buraco de minhoca
8026,alters,altera
8027,deb,que
8028,fee,taxa
8029,milton,milton
8030,quarantäne,quarentena
8031,kommunisten,comunistas
8032,stiftung,"Foundation, endowment"
8033,milo,milo
8034,gestapo,gestapo
8035,verreisen,viagem
8036,halleluja,Aleluia
8037,süchtig,viciado
8038,jammern,ganir
8039,hofft,esperanças
8040,wertvolle,de valor
8041,maulwurf,toupeira
8042,konflikt,conflito
8043,turnier,concorrência
8044,gebacken,cozido
8045,rauszufinden,descobrir
8046,taube,Pomba
8047,mais,mais
8048,nüsse,nozes
8049,trieb,atirar
8050,eigenschaften,características
8051,feder,pena
8052,sänger,Cantor
8053,elias,elias
8054,dessert,sobremesa
8055,rathaus,Prefeitura
8056,drohungen,ameaças
8057,bewirken,efeito
8058,mörderin,assassina
8059,u,no
8060,edith,Edith
8061,wanne,banheira
8062,durchkommen,atravessar
8063,reid,Reid
8064,mandy,Mandy
8065,vertraute,familiar
8066,schätzt,estimativas
8067,freuden,delícias
8068,dauer,duração
8069,regt,chateado
8070,verbessert,melhorado
8071,unerwartet,inesperadamente
8072,drogendealer,Traficante de drogas
8073,gefährlichen,perigoso
8074,fach,sujeito
8075,verdanke,dever
8076,wohnungen,Apartamentos
8077,commissioner,comissário
8078,cross,cruzar
8079,kragen,colarinho
8080,schwachen,fraquezas
8081,mercedes,mercedes
8082,klirren,tinido
8083,valentinstag,Dia dos Namorados
8084,anstelle,ao invés de
8085,plane,plano
8086,reizende,encantador
8087,höheren,superior
8088,markiert,marcado
8089,ehrenwort,palavra de honra
8090,cheers,Felicidades
8091,schlamm,lama
8092,wälder,florestas
8093,diner,o jantar
8094,handlung,trama
8095,costa,Costa
8096,versauen,bagunçar
8097,klassiker,clássico
8098,stange,pólo
8099,empfohlen,recomendado
8100,cynthia,Cynthia
8101,gaby,tolo
8102,rauswerfen,expulsar
8103,mechaniker,mecânico
8104,beichten,confessar
8105,abkürzung,abreviação
8106,professionell,profissional
8107,begräbnis,funeral
8108,verführen,seduzir
8109,meinerseits,minha parte
8110,valerie,Valerie
8111,françois,françois
8112,magischen,Magia
8113,ellis,Ellis
8114,dienstmädchen,empregada
8115,chirurg,cirurgião
8116,wal,wal
8117,paare,pares
8118,center,Centro
8119,sähe,olharia
8120,aufgemacht,aberto
8121,leide,Sofra
8122,amüsant,divertido
8123,obersten,mais alto
8124,fletcher,Fletcher
8125,gerührt,tocado
8126,schwänze,caudas
8127,chff00ff,chff00ff
8128,note,Nota
8129,datei,Arquivo
8130,zugleich,ao mesmo tempo
8131,nackte,nu
8132,doppelten,em dobro
8133,bewundert,admirado
8134,dimension,dimensão
8135,quere,quer
8136,wecker,despertador
8137,entstanden,surgiu
8138,kreischen,guincho
8139,vivian,vivian
8140,läden,lojas
8141,ios,ios
8142,lobby,salão
8143,umgezogen,mudou-se
8144,angeklagte,acusado
8145,perlen,bolha
8146,schwulen,homossexual
8147,dutzende,dezenas
8148,simmons,Simmons
8149,aufgezogen,criado
8150,campus,escola
8151,herd,rebanho
8152,hospital,hospital
8153,leichtes,claro
8154,rich,rico
8155,gegrüßt,saudações
8156,aufsicht,á vista
8157,hündchen,vira-lata
8158,gegenstand,objeto
8159,tageslicht,luz do dia
8160,emotionale,emocional
8161,clean,limpar
8162,cassie,cassie
8163,sünder,pecador
8164,beträgt,é
8165,wunderschönes,bonito
8166,schickst,enviar
8167,weiblichen,fêmea
8168,rauszuholen,rauszuholen
8169,kapier,descobrir isso
8170,rausgeholt,rausgeholt
8171,entworfen,projetado
8172,eingenommen,ocupado
8173,daphne,Daphne
8174,mochten,poderia
8175,köchin,cozinheiro
8176,willi,eu vou
8177,beichte,confissão
8178,seven,Sete
8179,marina,marina
8180,ausliefern,entregar
8181,perfektes,perfeito
8182,glücklichen,feliz
8183,wodurch,através do qual
8184,entsprechend,correspondente
8185,umher,por aí
8186,erica,Érica
8187,wurst,salsicha
8188,notiz,Nota
8189,vorsprechen,audição
8190,bekannter,conhecido
8191,antrieb,dirigir
8192,zwerge,Zwerge
8193,trösten,confortar
8194,armut,pobreza
8195,verbannt,relegado
8196,parade,parada
8197,konzentriere,foco
8198,angefahren,acertar
8199,2-mal,2 vezes
8200,kindisch,infantil
8201,krüppel,Krüppel
8202,kreisen,girar
8203,bestrafung,punição
8204,araber,árabe
8205,klebt,Gravetos
8206,perücke,peruca
8207,gemma,gema
8208,hummer,Hummer
8209,se,eu sei
8210,june,Junho
8211,wimmert,choraminga
8212,drittel,um terço
8213,budget,orçamento
8214,lieferwagen,caminhões de entrega
8215,shannon,Shannon
8216,zurückgebracht,trazer de volta
8217,verschwiegen,discreto
8218,drang,impulso
8219,redeten,conversando
8220,chi,despesa
8221,herzukommen,venha aqui
8222,anhängen,anexar
8223,einsame,sozinho
8224,wu,wu
8225,wraith,fantasma
8226,erwartete,esperado
8227,tierarzt,veterinario
8228,cousins,prima e primo
8229,zudem,além disso
8230,sturz,outono
8231,rusty,oxidado
8232,untergehen,perecem
8233,gelang,sucedeu
8234,wasch,lavagem
8235,schmutzigen,sujo
8236,abkommen,acordo
8237,tänzer,dançarino
8238,dürften,provável
8239,erstatten,reembolso
8240,verarbeiten,ao processo de
8241,verfügbar,acessível
8242,autobahn,Rodovia
8243,mandant,cliente
8244,clubs,clubes
8245,lukas,Lukas
8246,widmen,dedicar
8247,sprichwort,ditado
8248,hierfür,mesmos
8249,vergeltung,retribuição
8250,hardy,ousado
8251,gekleidet,vestido
8252,fotografiert,fotografado
8253,knallen,pop
8254,wichtigeres,mais importante
8255,immerzu,o tempo todo
8256,schuldgefühle,sentimentos de culpa
8257,schnurrbart,bigode
8258,genügen,satisfazer
8259,rumlaufen,Corra em volta
8260,brötchen,coque
8261,flut,enchente
8262,haushalt,doméstico
8263,angelo,anjo
8264,cleveland,cleveland
8265,ministerium,ministério
8266,aufgestellt,colocada
8267,est,é
8268,anker,âncora
8269,wang,wang
8270,qual,qual
8271,rauschen,sussurro
8272,debatte,debate
8273,informant,informante
8274,masse,massa
8275,insekten,insetos
8276,lud,louco
8277,glotzt,olhando fixamente
8278,rückseite,voltar
8279,spezialität,especialidade
8280,schimmer,brilhar
8281,mordfall,caso de assassinato
8282,verbieten,proibir
8283,terrorist,terrorista
8284,sirenen,sirenes
8285,theorien,teorias
8286,kichern,risadinha
8287,positive,positivo
8288,gestresst,estressado
8289,korea,Coréia
8290,zeitschrift,revista
8291,wildnis,região selvagem
8292,s.h.i.e.l.d.,escudo.
8293,menschlicher,humano
8294,schlamassel,bagunça
8295,behindert,com necessidades especiais
8296,überbringen,entregar
8297,reingezogen,induziu
8298,mitzuteilen,contar
8299,zurückkam,voltou
8300,abstimmung,enquete
8301,dritt,direita
8302,senat,senado
8303,mittags,na hora do almoço
8304,marshal,marechal
8305,bridge,Ponte
8306,price,preço
8307,raucht,fuma
8308,veranstalten,organizar
8309,jahreszeit,estação
8310,zusätzliche,adicional
8311,want,quer
8312,drucken,pressionar
8313,segel,selo
8314,crowley,Crowley
8315,bezahlte,pago
8316,überflüssig,supérfluo
8317,taschentuch,Lenço
8318,square,quadrado
8319,rockmusik,musica rock
8320,beschleunigen,acelerar
8321,wählte,selecionado
8322,lustiger,mais engraçado
8323,marian,Mariani
8324,glocken,Sino
8325,tennis,tênis
8326,seither,Desde a
8327,christen,batizar
8328,überqueren,cruzar
8329,kreuzung,cruzando
8330,häusern,casas
8331,weiche,suave
8332,trudy,trudy
8333,punkten,pontos
8334,henderson,henderson
8335,verpasse,senhorita
8336,potter,oleiro
8337,reinlegen,para truque
8338,jeep,jipe
8339,gefilmt,filmado
8340,hamilton,hamilton
8341,bucht,Baía
8342,bildschirm,tela
8343,saufen,bebida
8344,gehackt,picado
8345,eminenz,Eminenz
8346,mailbox,caixa de correio
8347,münchen,Munique
8348,erschoss,tomada
8349,jenkins,Jenkins
8350,attentat,tentar
8351,garrett,Garrett
8352,verschwendung,desperdício
8353,bemerkte,percebido
8354,miesen,nojento
8355,zischen,silvo
8356,helf,helf
8357,geschirr,pratos
8358,ähnlichkeit,semelhança
8359,feiglinge,covardes
8360,spass,Diversão
8361,lächelt,sorrisos
8362,klaut,rouba
8363,setzten,traduzidos
8364,bon,Nós vamos
8365,entwischt,escapado
8366,rauchst,fumaça
8367,masken,máscaras
8368,schwimmt,flutuadores
8369,ausgezeichnete,excelente
8370,vorname,Primeiro nome
8371,schwitzen,suor
8372,ginger,Ruivo
8373,bourbon,bourbon
8374,haust,outono
8375,befand,estava
8376,lacey,Lacey
8377,elefant,elefante
8378,annähernd,aproximadamente
8379,gewebe,lenço de papel
8380,unterschätzt,subestimado
8381,sternzeit,tempo sideral
8382,wachte,cornija
8383,barbie,queixo
8384,eichhörnchen,Esquilo
8385,zerbrechen,intervalo
8386,poker,pôquer
8387,wechsel,mudança
8388,lesbe,lesbe
8389,cordelia,cordelia
8390,konten,contente
8391,schleichen,a esgueirar-se
8392,strasse,rua
8393,höschen,calcinhas
8394,jüngsten,recente
8395,niedrig,baixo
8396,sonja,Sonja
8397,klimaanlage,ar condicionado
8398,vulkan,vulcão
8399,thea,Thea
8400,anbetracht,anbetracht
8401,lesbisch,lésbica
8402,cristina,cristina
8403,platziert,colocada
8404,abgrund,Abismo
8405,zeichnungen,desenhos
8406,sinken,outono
8407,hamburg,Hamburgo
8408,trauern,lamentarão
8409,abreise,partida
8410,dates,datas
8411,bette,Bette
8412,klemmt,apanhado
8413,ansehe,olhar
8414,lin,lin
8415,passend,adequado
8416,sidney,sidney
8417,mittagspause,pausa para o almoço
8418,wettkampf,concorrência
8419,verschluckt,andorinhas
8420,limo,limo
8421,erhebt,sobe
8422,beneide,inveja
8423,beschwerde,reclamação
8424,erregen,irritar
8425,überwältigt,sobrecarregado
8426,turtle,tartaruga
8427,nypd,nypd
8428,benannt,nomeado
8429,begrüßt,boas-vindas
8430,trommeln,bateria
8431,burns,queimaduras
8432,hayes,Hayes
8433,fortsetzen,Prosseguir
8434,geplatzt,explodido
8435,pan,frigideira
8436,mildred,Mildred
8437,erschieße,atirar
8438,locke,Locke
8439,nachnamen,sobrenome
8440,anpassen,ajustar
8441,altmodisch,antiquado
8442,teurer,caro
8443,feuerzeug,mais leve
8444,trau,melhorar
8445,serienmörder,assassino em série
8446,georges,george
8447,dr,dr
8448,durchgegangen,passou por
8449,beseitigt,elimina
8450,alkoholiker,alcoólico
8451,laßt,folhas
8452,ganzem,todo meu
8453,elemente,Itens
8454,feinden,inimigos
8455,rückweg,caminho de volta
8456,amelia,amelia
8457,abigail,abigail
8458,heimweg,caminho de casa
8459,menschlichkeit,humanidade
8460,signora,Sra
8461,geheimnisvolle,misteriosamente
8462,mcgee,McGee
8463,befolgt,seguido
8464,abreisen,sair
8465,premiere,pré estreia
8466,schwingen,balanço
8467,initiative,iniciativa
8468,from,a partir de
8469,felicity,felicidade
8470,sexuellen,sexual
8471,geschäftsführer,Diretor Executivo
8472,telefone,telefone
8473,peterson,Peterson
8474,strafzettel,bilhete de estacionamento
8475,gelobt,elogiado
8476,uniformen,uniformes
8477,beschissener,beschissener
8478,pulver,em pó
8479,welpen,filhotes
8480,angesprochen,endereçado
8481,kung,E se
8482,angenehme,prazeroso
8483,kostüme,trajes
8484,nachmittags,a tarde
8485,lebewohl,despedida
8486,reporterin,repórter
8487,crystal,cristal
8488,nikita,nikita
8489,vorwand,pretexto
8490,genervt,incomodado
8491,kreditkarten,cartões de crédito
8492,durstig,sedento
8493,eintreffen,chegar
8494,nationalen,nacional
8495,mitteln,enviar
8496,trauma,trauma
8497,beobachtung,observação
8498,aufhält,estadias
8499,dergleichen,gostar
8500,erwacht,desperta
8501,schlaft,está dormindo
8502,lebenslauf,retomar
8503,anrufbeantworter,Secretária eletrônica
8504,feiner,multar
8505,verschoben,postergado
8506,zumachen,fechar
8507,relativ,relativo
8508,wes,Wes
8509,rücksicht,consideração
8510,lamm,Cordeiro
8511,pier,pier
8512,widersprechen,contraditório
8513,erwische,pegar
8514,dachboden,sótão
8515,bradley,Bradley
8516,keinesfalls,sob nenhuma circunstância
8517,duck,Pato
8518,bislang,até aqui
8519,retter,pratos
8520,transportieren,transporte
8521,anrief,telefonado
8522,aufpasst,assistindo
8523,braune,bronzeado
8524,spontan,espontâneo
8525,prächtig,magnificamente
8526,galactica,galactica
8527,verreist,fora da cidade
8528,jahrhunderten,séculos
8529,pullover,estacionar
8530,ansprechen,falar com
8531,frischer,fresco
8532,queens,rainhas
8533,moon,lua
8534,spitzel,espião
8535,schnellste,o mais rápido
8536,bemühungen,esforços
8537,dreckiger,sujo
8538,büros,escritórios
8539,unfälle,acidentes
8540,beamte,Policial
8541,angeschlossen,afiliada
8542,unterschiedliche,diferente
8543,kluger,mais esperto
8544,stürmen,tempestade
8545,jedi,jedi
8546,begreife,Compreendo
8547,fersen,calcanhares
8548,vorbereitungen,preparativos
8549,fortfahren,Continuar
8550,produzent,produtor
8551,zwischenfall,incidente
8552,zurückgezogen,retirado
8553,autsch,ai
8554,ivy,hera
8555,riesiger,gigante
8556,vorhänge,cortinas
8557,pflege,manutenção
8558,rauslassen,deixar sair
8559,kermit,Sapo
8560,golden,dourado
8561,nachforschungen,investigações
8562,erfahre,experiência
8563,kanzler,chanceler
8564,jin,jin
8565,stößt,encontros
8566,austin,Austin
8567,sahne,cena
8568,binde,sempre que
8569,zwiebeln,cebolas
8570,schlitten,trenó
8571,jahrhunderte,séculos
8572,talente,talentos
8573,läßt,folhas
8574,rennst,correndo
8575,kay,com
8576,erbarmen,Misericórdia
8577,verkünden,proclamar
8578,vorgestern,antes de ontem
8579,betreiben,operar
8580,starsky,starsky
8581,mindeste,ao menos
8582,mimi,mimi
8583,andrews,Andrews
8584,singst,canta
8585,einsätze,chamadas
8586,nötigen,força
8587,egon,lá
8588,bemerkenswert,notável
8589,warmes,caloroso
8590,dinosaurier,dinossauro
8591,wahrscheinlichkeit,probabilidade
8592,worin,em que
8593,rabbi,rabino
8594,nachfrage,exigem
8595,unwohl,indisposto
8596,pony,pónei
8597,materie,assuntos
8598,verpisst,verpisst
8599,leuchtet,brilha
8600,wehtut,machucando
8601,unterwelt,submundo
8602,irrt,ERRs
8603,prüfungen,exames
8604,vertrieben,expulso
8605,haustür,porta da frente
8606,neuigkeit,notícia
8607,gereicht,o suficiente
8608,weigert,recusa
8609,semester,semestre
8610,unternommen,feito
8611,gespart,salvou-se
8612,geerbt,herdado
8613,starbuck,starbuck
8614,glanz,brilhar
8615,fähre,balsa
8616,betäubt,atordoado
8617,arrogant,arrogante
8618,ausgeliefert,entregue
8619,gästen,convidados
8620,holland,Holanda
8621,zuzusehen,Assistir
8622,fotograf,fotógrafo
8623,eigentümer,proprietário
8624,hinkriegen,consertar
8625,speed,Rapidez
8626,realistisch,realista
8627,vaughn,Vaughn
8628,kindergarten,Jardim da infância
8629,riesiges,imenso
8630,pub,bar
8631,bedrückt,depressivo
8632,streitet,argumentando
8633,deckt,tampas
8634,kassette,cassete
8635,mack,Mack
8636,arrow,seta
8637,vergebe,perdoar
8638,said,disse
8639,fish,peixe
8640,kandidat,Kandidat
8641,klempner,encanador
8642,blaues,azul
8643,ängste,medos
8644,litt,um pouco
8645,verliebte,amoroso
8646,befahl,pedido
8647,spaghetti,espaguete
8648,franzose,francês
8649,dunkler,Sombrio
8650,zukünftigen,futuro
8651,anzubieten,oferta
8652,gesendet,Postou
8653,tobias,Tobias
8654,schlauch,tubo
8655,einstein,einstein
8656,gelähmt,paralisado
8657,grillen,grelhar
8658,landschaft,panorama
8659,funktion,função
8660,anonym,anônimo
8661,albträume,pesadelos
8662,träum,Sonhe
8663,facebook,o Facebook
8664,mh,mh
8665,veranstaltung,evento
8666,mount,monte
8667,verpflichtungen,passivo
8668,sinclair,Sinclair
8669,rue,rua
8670,schülerin,aluno
8671,innerlich,interiormente
8672,künstlerin,artista
8673,madrid,Madri
8674,schöpfer,O Criador
8675,regiert,dirigido
8676,aufschreiben,escreva
8677,erleichterung,alívio
8678,ava,agua
8679,auktion,leilão
8680,regal,régio
8681,fakt,facto
8682,christi,christi
8683,niveau,nível
8684,fahndung,caça ao homem
8685,friede,Paz
8686,erlitten,sofreu
8687,mathematik,matemática
8688,nasa,sobre
8689,bittest,bittest
8690,psycho,psicopata
8691,matratze,colchão
8692,tretet,digerir
8693,mordwaffe,arma do crime
8694,finanzielle,financeiro
8695,bänder,bandas
8696,detectives,detectives
8697,wieviele,quantos
8698,undercover,secreto
8699,herzustellen,faço
8700,arbeitgeber,Empregador
8701,werkzeuge,Ferramentas
8702,frankenstein,frankenstein
8703,beruhigungsmittel,sedativo
8704,ingrid,Ingrid
8705,coulson,Coulson
8706,trugen,carregou
8707,kurzfristig,curto prazo
8708,spannungsvolle,emocionante
8709,clayton,clayton
8710,kämpften,lutou
8711,erlangen,ganho
8712,weltall,espaço
8713,nanu,nanu
8714,vertuschen,cobrir
8715,weckt,desperta
8716,gewagt,audaz
8717,nieren,rins
8718,zinsen,interesse
8719,hutch,coelheira
8720,einpacken,embrulhar
8721,monty,Monty
8722,ballon,bola
8723,verflixt,danado
8724,herkam,reivindicado
8725,rudel,pacote
8726,gregory,Gregory
8727,horizont,horizonte
8728,sofia,Sofia
8729,durften,foram permitidos
8730,zusätzlich,Além disso
8731,dekan,reitor
8732,verträge,contratos
8733,umzug,jogada
8734,brady,brady
8735,sängerin,cantor
8736,wäldern,bosques
8737,darstellen,representar
8738,limousine,limusine
8739,fracht,frete
8740,zurückzukommen,Retorna
8741,morty,morty
8742,gedenken,comemorar
8743,aufgeschrieben,escreveu
8744,handlungen,ações
8745,struktur,estrutura
8746,kerker,prisão
8747,aufzupassen,cuidar
8748,hüten,guarda
8749,christ,Cristo
8750,unverschämt,"ultrajante, ultrajoso"
8751,durchschaut,visto através
8752,mögt,Mögt
8753,nachname,Sobrenome
8754,händchen,mãos
8755,calvin,calvin
8756,birne,pera
8757,vorgesehen,pretendido
8758,gnädig,misericordiosamente
8759,nachgesehen,visto
8760,predigt,sermão
8761,versehentlich,inadvertidamente
8762,schwerter,espadas
8763,erwiesen,comprovado
8764,software,Programas
8765,einschlagen,batida
8766,schiebt,empurrões
8767,geahnt,suspeita
8768,tätig,ativo
8769,abgestürzt,caiu
8770,eingriff,intervenção
8771,politisch,politicamente
8772,gewöhnliche,comum
8773,stärkste,mais forte
8774,zuflucht,refúgio
8775,generator,gerador
8776,union,União
8777,raven,Raven
8778,ungeduldig,impaciente
8779,unklar,não está claro
8780,suspendiert,suspenso
8781,arbeitsplatz,Ambiente de trabalho
8782,treppen,escadas
8783,matty,matty
8784,vereinen,unir
8785,bruch,fratura
8786,metern,metros
8787,fällst,outono
8788,unruhig,agitado
8789,schlechteste,pior
8790,platzt,estouros
8791,plastik,Plástico
8792,abgerissen,arrancou
8793,halber,metade
8794,anvertraut,confiada
8795,leder,Gerente
8796,ausser,exceto
8797,verfehlt,mal sucedido
8798,verehrte,distinguidos
8799,schmutz,sujeira
8800,aufzuspüren,rastrear
8801,stühle,cadeiras
8802,rausbringen,trazer
8803,komitee,comitê
8804,mamas,mamas
8805,klarkommen,lidar
8806,propheten,Propheten
8807,durchsage,anúncio
8808,flora,flora
8809,stiefvater,padrasto
8810,grimm,Grimm
8811,lolle,estúpido
8812,faith,fé
8813,auftreiben,levantar
8814,ernie,Ernie
8815,nationen,nações
8816,ausgaben,despesa
8817,secret,segredo
8818,käpt,Capt
8819,rauskriegen,descobrir
8820,entstand,originada
8821,alarmstufe,nível de alarme
