Alemão,de-pt,Polonês,pl-pt
davonlaufen,fugir,pościg,correr atrás
klima,clima,zajdzie,ocorre
zerstöre,destruir,miedzy,entre
jerome,Jerome,wanna,banho
schöpfung,Criação,transakcji,transações
befriedigen,satisfazer,tablice,tabelas
schossen,tomada,plamy,manchas
soul,alma,załatwiłeś,você conseguiu
verschlafen,oversleep,zakłócenia,barulho
indiana,Indiana,dysku,disco
putzt,vestir,zignorować,ignorar
verdoppelt,dupla,tłuszczu,gordura
entschuldigungen,desculpas,lojalności,lealdade
inakzeptabel,inaceitável,teorie,teorias
prioritäten,prioridades,ułożyć,arranjo
bryan,bryan,nauczyciele,professores
dominion,domínio,lola,lola
jem,jem,news,notícia
karate,karatê,francuskie,francês
unterschreib,unterschreib,zdołasz,Você gerencia
clinton,clinton,zdobędziesz,obter
louisiana,Louisiana,korki,plugs
fat,gordura,ewakuować,evacuar
f.,f.,skończyli,finalizado
kampfes,luta,jude,jude
grades,grau,kawałka,um pedaço de
komplizierte,complicado,letni,verão
j.d.,J.D.,tańcz,dança
waise,órfão,opinie,avaliações
alain,alain,gideon,Gideon
würdigen,apreciar,mylą,errado
vorrat,estoque,godny,valioso
trocknen,seco,prywatną,privado
entfernte,distante,oparciu,baseado em
katja,Katja,spieszy,pressa
bücherei,biblioteca,spalony,queimado
fallschirm,pára-quedas,palantem,empurrão
laurent,laurent,szczere,sincero
fusion,fusão,przeczytał,leitura
frachter,cargueiro,przyczyn,razões
komplize,cúmplice,wyluzować,Relaxar
haie,tubarões,gotham,gotham
witzbold,palhaço,śmieć,porcaria
drecksarbeit,trabalho sujo,zaczynając,iniciando
schiedsrichter,juiz,dawne,velho
spezialisiert,especializado,ustawione,definir
innern,interno,zatoki,seio
verschlüsselt,codificado,aresztuję,I prisão
chirurgie,cirurgia,cierpliwy,paciente
chff409b,chff409b,rozmawiacie,conversando
hüpfen,pular,obudziła,acorde
festzustellen,determinar,szczęśliwych,feliz
harlan,Harlan,pięści,punho
gerichts,quadra,światów,os mundos
matrosen,marinheiro,tradycji,tradições
schweinerei,bagunça,poddał,rendido
schnarcht,roncos,starają,tentar
anzuhören,ouvir,piłką,bola
überprüf,verificável,kochanek,amante
überprüfung,Verificação,szyby,janela
florenz,florence,żywność,Comida
blanche,blanche,wyjedziemy,nós saímos
maddie,Maddie,analizę,análise
getauscht,trocadas,okolica,área
verübt,perpetrado,władca,senhor
blutige,sangrento,identyczne,idêntico
galaxien,galáxias,m.,m.
antiquitäten,antiguidades,00ffff,00FFFF
wandert,imigrou,jebanym,maldito
hormone,hormônio,porównać,comparar
homo,homo,prostytutką,prostituta
slade,Slade,spadło,derrubado
chapman,Chapman,wiedzie,conduz
nachschub,suprimentos,znajdujemy,nós achamos
america,América,śmiesznego,engraçado
zerbrechlich,frágil,spodziewa,espera
palm,Palma,spóźnisz,atrasado
basta,Basta,telefonicznej,Telefone
riese,gigante,peg,cavilha
brenne,queimar,śpiewam,canta
sticht,fica,maska,capuz
hang,encosta,kręcił,sacudindo
leser,leitor,komukolwiek,qualquer um
zurückbleiben,permanecer,chłopaku,Garoto
woods,bosques,seksualnym,sexual
prototyp,protótipo,raya,raya
wider,contrário,niebios,céus
liebenswürdig,amável,pocałował,beijadas
gewohnheiten,hábitos,kosz,cesta
säure,ácido,przytul,abraço
chaotisch,caótico,prasie,Aperte
geschissen,Shat,francine,francine
moran,Moran,powiedzie,bem-sucedido
call,chamar,nastąpił,houve
besorgnis,preocupação,zatrzymany,preso
grundschule,escola primaria,fuj,que nojo
verheiratete,casado,fran,fran
aufruf,chamar,wyjechali,deixou
sauce,molho,młodość,Juventude
verwandter,relacionado,wydawała,pareceu
schwelle,limite,uznania,reconhecimento
fröhliches,Alegre,prowadzenia,conduta
mmh,mmh,dwiema,dois
kühlen,legal,chęci,disposição
herrliche,bonito,zdołam,Eu posso
lächerliche,ridículo,zwykłego,comum
lift,lift,odwiozę,vou tomar
angriffen,atacado,naukowe,científico
zurückfahren,Retorna,odpoczywać,relaxar
dutch,holandês,wykluczyć,descartado
verschluss,persiana,groźby,ameaças
herzchen,coraçãozinho,addison,Addison
eineinhalb,um e meio,biurem,escritório
verbrachten,gasto,wierzyłam,eu acreditei
igor,igor,chrystus,Cristo
besetzen,ocupar,kocie,gatinho
sexueller,sexual,przyprowadziłem,eu trouxe
spaßig,engraçado,bielizny,roupa de baixo
kreuzen,cruzar,faza,fase
yep,Sim,napięcia,Tensão
intuition,intuição,napijemy,salpico
terrorismus,terrorismo,okularów,óculos
traditionen,tradições,deski,Pranchas
game,jogos,budowie,construção
lad,rapaz,granat,Grenade
vorgetäuscht,fingida,uratuj,Salve 
satellit,satélite,terroryzm,terrorismo
lehnt,rejeitos,ward,ala
samson,Sansão,wyglądamy,olhar
verhungere,morrendo de fome,priorytetem,prioridade
unterrichte,Ensinar,skądś,em algum lugar
burton,Burton,szczura,ratazana
link,ligação,zabrałaś,você pegou
schiefgehen,dar errado,00ccff,00CCFF
pyjama,pijamas,związanych,relacionado
verurteile,condenar,taśmie,fita
wachtmeister,polícia,biednym,os pobres
dunkles,Escuro,rozkazuję,comando
abgeschlachtet,Slaughtered,naprawimy,consertar
tätowierung,tatuagem,głupca,idiota
ansprüche,expectativas,użyje,usará
erleiden,Sofra,fryzura,Penteado
ruinen,ruínas,dani,dani
reife,maturidade,słoneczny,ensolarado
kommenden,chegando,rozwodzie,divórcio
hoffman,Hoffman,rzucam,lançar
verstummt,silenciada,utknęliśmy,grudou
panama,Panamá,jeziorze,Lago
staubsauger,aspirador de pó,michigan,Michigan
projekte,projetos,homo,homo
kopieren,cópia de,systemem,sistema
unters,Unters,sekrecie,segredo
begeht,commits,wymianę,intercâmbio
vorurteile,preconceitos,winnego,culpado
militärischen,militares,typowy,típica
prüfe,Reveja,poleci,mosca
verpissen,vai tomar no cu,gold,ouro
edler,nobre,północny,norte
tablett,bandeja,abe,abe
geblasen,soprado,bezpiecznej,seguro
hergeholt,buscada,zachwycona,emocionados
beratung,consulta,poglądy,Visualizações
rabatt,Desconto,louie,Louie
renne,corre,skała,escala
behaltet,reservas,zrelaksować,relaxar
tapferer,corajoso,uciekłam,eu escapei
offenbarung,Epifania,starsze,Mais velho
wegkommen,cai fora,nocnym,noite
verabreden,arranjo,esther,esther
motive,motivo,posiedzieć,sentar
unannehmlichkeiten,inconvenientes,obrońca,protetor
village,Vila,silnym,Forte
späten,atrasado,dopilnuj,certificar-se
verfickten,filho da puta,wyborem,seleção
argumente,argumentos,wyjaśnijmy,vamos explicar
behauptete,reivindicando,chodż,vir
wertvolles,de valor,wg,de
niki,Niki,długim,Longo
fehlern,erros,przepustkę,passar
abendbrot,jantar,poddaje,tratado
putz,gesso,niechaj,deixei
übermitteln,transferir,żebra,zebra
spielplatz,Parque infantil,heart,coração
gutachten,Avaliação,urodzinach,aniversários
auszusehen,olhar,sypiam,estou dormindo
wiehert,neighing,wpadłaś,parar por
basil,manjericão,kolorze,cor
spezielles,especial,oglądając,assistindo
flüchtigen,volátil,spodziewasz,você espera
dringt,penetra,marion,Marion
verkraften,lidar com,jacksona,jackson
unglaublichen,inacreditável,opiekunem,guardião
endlos,sem fim,przynętę,isca
kritiker,crítico,widziane,receber
schwuler,homossexual,du,du
hob,levantado,wu,wu
pfleger,enfermeiro,zgodne,compatível
klarmachen,deixar claro,rdzeń,testemunho
dermaßen,então,neill,Neill
benson,Benson,źródeł,origens
hindert,previne,kryzysu,crise
gespendet,doou,dorothy,dorothy
lire,lira,piąta,quinto
erstaunliche,surpreendente,torebka,Bolsa
gummi,borracha,darcy,darcy
patterson,Patterson,usłyszała,ouvi
zicke,cadela,świnio,porco
begreift,Compreende,biblia,Bíblia
marionette,fantoche,zdobywa,vitórias
backbord,porta,hit,acertar
benehmt,comporte-se,policyjne,polícia
buenos,buenos,szatan,satã
erwähnten,mencionado,wybuchowe,explosivo
gestohlene,roubado,receptę,prescrição
medaillon,medalhão,włoszech,Itália
streifenwagen,carro-patrulha,prue,Prue
pascal,Pascal,zdobycie,recebendo
romanze,romance,zaprosiłam,eu convidei
shelley,Shelley,rozbić,intervalo
fluchen,xingamento,ławce,Banco
javier,javier,odzyskasz,recuperar
untergebracht,Alojado,vera,vera
kahn,barco,lorelai,lorelai
scht,Suprimida,obrażeń,ferimentos
ehemänner,maridos,boom,estrondo
erfinder,inventor,słuchawki,fones de ouvido
kraftfeld,campo de força,koronę,coroa
unbesiegbar,invencível,otworzyłem,eu abri
niete,rebite,przyprowadzę,trago
horst,horst,wypróbować,tentar
beinah,quase,popełniasz,comprometer-se
schwing,vibratório,szpieg,espião
schneit,nevando,przekręt,golpe
versenkt,afundado,bates,bates
wärest,Wert,nadać,inchar
erika,mescla,dotyk,toque
brücken,pontes,chowa,peles
toi,toi,najmocniej,o mais dificil
stromausfall,falha de energia,meksyk,México
zielscheibe,alvo,cierpią,Sofra
überschreiten,ultrapassarem,idz,vai
bird,pássaro,rozpoczęła,começado
eingejagt,assustados,3ch00f5f5f5,3ch00f5f5f5
lt.,lt.,waltera,Walther
que,That,chorobą,doença
versenken,lavatório,1ch000000a2,1ch000000a2
fördern,promover,egzekucji,execuções
kundin,cliente,wojskowych,militares
enzo,enzo,krążą,circular
portier,porteiro,wyobraźcie,Imagine
riech,cheirando,sloan,Sloan
beobachter,observador,kolacje,jantares
beerdigen,enterrar,zapłaciłeś,você pagou
su,su,drobnych,pequena
entscheidende,decisivo,okupu,resgate
zeugs,zeugs,ostrzeżenia,avisos
lorraine,lorraine,trzeźwy,sóbrio
auszusprechen,pronúncia,tysiąca,mil
gerard,gerard,obowiązku,dever
dani,dani,negocjacji,negociações
zoom,ampliação,owoców,fruta
brillante,brilhante,odrobiny,mordeu
our,nosso,ram,estrutura
einfahrt,Entrada,wyciągnąłem,eu puxei
emotionalen,emocional,dowódco,Comandante
kommentare,Comentários,udzielić,conceder
brachen,quebrado,obrączkę,anel de noivado
parfum,Perfume,działalności,o negócio
roms,roms,wewnętrznego,interno
durchschnitt,média,jam,geléia
glücksspiel,jogatina,tate,Tate
geburtstagsparty,festa de aniversário,kramer,Kramer
cadillac,cadillac,programem,programa
herausgestellt,em destaque,zrobie,makings
beeinträchtigt,prejudicada,greene,Greene
feel,sentir,martwią,preocupação
spiels,", jogos",zaangażowany,envolver
hinnehmen,aceitar,podlega,sujeito
eingetragen,registrado,niepokoić,incomodar
sprünge,salta,dwudziestu,vinte
joker,palhaço,najdroższa,querida
torpedos,torpedos,sądowy,judicial
belegen,ocupar,zmniejszyć,diminuir
xavier,xavier,maszyną,máquina
belgien,Bélgica,szeregu,um número de
rouge,rouge,niewielkie,pouco
darius,darius,admirale,Almirante
hypnose,hipnose,przeszłam,Eu fui
konfrontiert,confrontada,ciężarem,peso
gezielt,visadas,wypijmy,vamos beber
schauspielern,ato,irlandii,Irlanda
murmeln,resmungar,portfela,portfólio
ultimative,final,brzydkie,feio
weggeschickt,mandado embora,uszkodzone,Quebrado
regierungen,governos,dzika,selvagem
erdnüsse,amendoins,remis,desenhar
missy,mocinha,elektryczne,elétrico
spritztour,passeio,komputerów,computadores
kopfgeldjäger,Caçador de Recompensa,księżniczkę,Princesa
einladungen,convites,odjechał,partiu
kleidern,vestidos,dokończ,completo
mm-hm,mm-hm,brien,Brien
chicken,frango,biletów,bilhetes
hawk,Falcão,obydwaj,Ambas
quarterback,quarterback,bywało,às vezes
glatze,Careca,rachunków,contas
systems,sistema,baczność,atenção
vergeblich,vão,naruto,Naruto
mäuschen,Ratinho,patrzyłam,Eu assisti
eingeliefert,admitido,hayes,Hayes
entschlüsseln,decifrar,zabawimy,alguma diversão
kerlchen,kerlchen,kancelarii,Escritório
unentschieden,desenhar,darren,Darren
ausverkauft,vendido,ugryzł,mordeu
viermal,quatro vezes,rozpada,caindo aos pedaços
fargo,Fargo,isabelle,Isabelle
zugenommen,aumentou,oszukał,enganado
völker,pessoas,chowasz,ocultar
migräne,enxaqueca,sprzeda,ele vai vender
eddy,redemoinho,cesarza,Imperador
double,substituir,sztabu,pessoal
rothaarige,ruivo,najwyższej,Altíssima
memphis,Memphis,żartowałam,eu estava brincando
aufgetragen,aplicado,zabawnego,engraçado
runtergehen,descer,wpłynąć,afetar
seen,lagos,ująć,enclose
amnesie,amnésia,dotykał,comovente
einzustellen,ajustar,think,acho
bedeutest,a média,er,er
steaks,bifes,przyślij,enviar
empfänger,recebedor,pożyczkę,empréstimo
telefonbuch,lista telefônica,trzymanie,segurar
massen,extensão,zbliżać,aproximado
vorführung,demonstração,charakteru,personagem
cheese,queijo,gośćmi,convidados
angefordert,Requeridos,najbliższe,próximos
royce,royce,oddany,devotado
heinz,Heinz,rozwiążemy,nós resolvemos
hexerei,feitiçaria,biurkiem,escrivaninha
sündenbock,bode expiatório,świąteczny,festivo
asien,Ásia,flash,clarão
kopiert,copiado,niezmiernie,extremamente
astronaut,astronauta,mandat,mandato
eindringlinge,invasores,odszukać,achar
verhältst,comporte-se,koroner,médico legista
bosse,bosse,idiotką,idiota
abzugeben,sair,podwójna,em dobro
ice,gelo,obrócić,vez
genetisch,geneticamente,zerwała,Quebrou
anständiges,decente,isc,vai
lächelst,sorrir,ciekawość,curiosidade
davina,Davina,service,serviço
wochenenden,finais de semana,wyskoczył,Saltou
augenbrauen,sobrancelhas,edie,Edie
kauften,comprou,paskudny,desagradável
unverändert,inalterado,cienie,sombras
fickst,Porra,tatusiem,Papai
schleicht,arrepio,rozsądne,razoável
unterbewusstsein,subconsciente,mills,moinhos
nat,nat,pierś,seio
sehne,tendão,zrujnować,ruína
schilling,xelim,zdejmuj,retirar
schluß,O suficiente,pomylił,confuso
kundschaft,clientes,kazałaś,você disse
verschrieben,prescrito,szufladzie,gaveta
entfliehen,escapar,ląd,terra
bestohlen,roubado,metry,metros
klick,clique,niezwykła,notável
heiliges,sagrado,wnuka,Neto
verstopft,congestionado,żywym,vivo
kürbis,abóbora,porozumienie,acordo
kröte,Sapo,wykorzystaj,usar
demütigen,humilde,oznaczają,significar
grausamkeit,crueldade,zaopiekować,cuidar
makler,agentes imobiliários,umowie,acordo
ausgerastet,apavorei,eugene,Eugene
geräumt,revogados da,ciężej,mais difícil
kalb,bezerro,motel,motel
santiago,santiago,komentarza,Comente
schnur,linha,pszczoły,Abelha
garth,pátio,walczyliśmy,Lutamos
len,len,starszą,Mais velho
foundation,Fundação,zagadki,quebra-cabeças
death,morte,osobistą,pessoal
kaputten,quebrado,popełnia,commits
rüberkommen,venha aqui,sklepy,lojas
senor,senor,shh,shh
teilte,dividido,troszczy,cuidados
einleiten,iniciar,bryce,Bryce
gelder,fundos,eun,eu n
lizzy,lizzy,mgnieniu,piscar
kommandeur,comandante,zastąpi,Irá substituir
demonstrieren,para demonstrar,pannie,Senhorita
vereinbaren,arranjo,wyjedziesz,vai
tranken,absorver,przestępca,Criminoso
copyright,direito autoral,przesrane,fodido
ursula,Ursula,brutalne,brutal
mitgekriegt,mitgekriegt,włączył,virado
perkins,perkins,pogrzebu,funeral
kakerlaken,baratas,montgomery,Montgomery
durchdacht,considerado,psychiatrą,psiquiatra
westlichen,ocidental,wszytko,tudo
waschmaschine,Máquina de lavar,równi,par
shorts,calção,zdecydujesz,você decide
sehn,Vejo,kay,kay
dora,dora,dobrowolnie,livremente
vatikan,Vaticano,bezużyteczne,sem utilidade
ausgänge,saídas,porabiasz,você esta fazendo
sausen,zumbido,władz,autoridades
moralisch,moralmente,depresji,depressão
krönung,coroação,sidney,sidney
instinkte,instintos,chrzanić,godo
hü,gee-se,pogratulować,felicitar
vernon,Vernon,żółte,amarelo
hierhergekommen,venha aqui,zdawało,pareceu
büffel,búfalo,erik,erik
geborene,nascermos,immunitetu,imunidade
ausgebucht,reservado,odpowiadają,responsável
mitkommst,venha comigo,posunięcie,jogada
irrsinn,loucura,missy,mocinha
unterhalb,abaixo de,sędziowie,juízes
tok,tok,bekon,bacon
vors,piloto,przeprosin,desculpa
jackett,jaqueta,obejrzymy,nós assistiremos
geraubt,roubado,asystenta,assistente
schwitzt,suores,kochankiem,amante
ständer,ficar,powstrzymamy,Pare
lot,muito,wzgórzu,Colina
luna,luna,wyjątek,exceção
rolf,Rolf,mózgi,miolos
hingefallen,caiu,sukę,cadela
kessel,caldeira,rozsądek,senso
jorge,jorge,ukrywają,ocultar
waffeln,waffles,taco,taco
korrupt,corrupto,różowy,cor de rosa
freiwilligen,voluntário,pożegnaj,diga adeus
kartell,cartel,znalazły,encontrado
ba,BA,badać,explorar
kentucky,Kentucky,zamknie,fecha
nevada,Nevada,godności,dignidade
cap,boné,wsadzę,empurrão
illinois,Illinois,whoo,whoo
wies,pontiagudo,wybierzemy,escolher
trainiere,Comboio,clarka,Clark
bloom,florescer,złotą,ouro
kreise,círculos,skrzywdzę,doeu
raquel,Raquel,kelso,Kelso
eiscreme,sorvete,czekoladę,chocolate
heimweh,nostalgia,pokochać,amar
four,quatro,prania,lavando
entschärfen,defuse,świece,velas
spionin,espião,loda,sorvete
behielt,retida,ceremonia,cerimônia
einstecken,plugar,reżyser,diretor
franco,franco,obawiasz,preocupado
wiedergeboren,renascido,wyjątkową,especial
festgelegt,definir,nagłe,De repente
wähler,eleitor,zdradziła,traída
bürde,fardo,kasyno,cassino
models,modelos,uratowałaś,salvou
besorgte,preocupado,burdel,bordel
fetzen,rasgar,ramienia,braço
blute,florescer,zniesienia,abolição
leidest,Sofra,rzuciłeś,jogou
blood,sangue,dziać,tricotar
shanghai,Xangai,amerykaninem,um americano
trent,Trent,zarazem,ao mesmo tempo
brüssel,Bruxelas,logiczne,lógica
vorgeschichte,pré-história,kłamała,mentiu
ninja,ninja,otwartym,abrir
großvaters,avó,odpalić,lançar
sabrina,sabrina,majora,Principal
rausschmeißen,Jogue fora,męskiej,Masculino
verleger,editor,stworzyli,eles criaram
genetische,genético,nerwowe,nervo
säge,Serra,wyciek,vazamento
ansatz,aproximação,kochani,encantador
erlitt,sofreu,rodzinnego,família
darstellt,representa,ocenę,avaliação
wohlauf,indo bem,ciężkich,pesado
allmächtiger,onipotente,znajoma,um amigo
mochtest,apreciado,wzgórze,Colina
verrecken,morrer,wygadujesz,Você está falando sobre
verstoß,violação,kurczaki,galinhas
weston,Weston,wyśmienicie,perfeitamente
treppenhaus,caixa de escada,kwestie,questões
leland,Leland,carlo,carlo
notieren,Nota,farmy,Fazenda
erwidern,responder,nicholas,Nicholas
speicher,Armazenar,ciśnienia,pressão
rauskommst,saia,gwint,fio
springfield,Springfield,szefową,patrão
sunny,ensolarado,gregory,Gregory
lokalisieren,localizar,jakąkolwiek,nenhum
spence,Spence,jakies,jakies
wangen,wangen,mokre,molhado
aubrey,Aubrey,tygodniach,semanas
periode,período,komory,câmara
beschatten,sombra,śpiewasz,canta
höchster,Altíssima,nudna,entediante
luc,luc,odbić,quicar
gehirnwäsche,lavagem cerebral,najwyższym,Altíssima
brothers,irmãos,majątku,propriedade
stalker,perseguidor,zwraca,retornos
gleis,acompanhar,umówiony,nomeado
erdnussbutter,manteiga de amendoim,brooks,Brooks
gallagher,gallagher,pomożecie,vai ajudar
arnie,Arnie,zwanego,chamado
antut,fazendo para,infekcja,infecção
wohnten,vivia,zapłatę,Forma de pagamento
nachschauen,olho para cima,sprytnie,esperto
breite,largura,przekroczyć,ultrapassarem
dot,ponto,zranił,feridos
gespeichert,salvou,pokoleń,gerações
verkleiden,vestir-se,przenieśli,mudou-se
grauenhaft,Terrível,poda,fornecer
beobachtete,assistindo,doskonałym,perfeito
wegzulaufen,fugindo,baxter,Baxter
